Frame,X,Y
4407,306.0,470.0
4408,306.0,470.0
4409,304.0,468.0
4410,304.0,468.0
4411,304.0,466.0
4412,302.0,466.0
4413,302.0,466.0
4414,302.0,464.0
4415,302.0,464.0
4416,300.0,464.0
4417,300.0,464.0
4418,302.0,464.0
4419,302.0,464.0
4420,302.0,462.0
4421,300.0,462.0
4422,300.0,462.0
4423,300.0,462.0
4424,300.0,462.0
4425,300.0,462.0
4426,300.0,462.0
4427,300.0,462.0
4428,300.0,464.0
4429,302.0,462.0
4430,300.0,464.0
4431,302.0,464.0
4432,302.0,464.0
4433,302.0,466.0
4434,302.0,466.0
4435,304.0,466.0
4436,304.0,466.0
4437,304.0,468.0
4438,306.0,468.0
4439,306.0,470.0
4440,306.0,470.0
4441,308.0,472.0
4442,308.0,472.0
4443,308.0,474.0
4444,310.0,474.0
4445,310.0,476.0
4446,312.0,476.0
4447,312.0,478.0
4448,314.0,480.0
4449,314.0,480.0
4450,316.0,482.0
4451,316.0,482.0
4452,316.0,484.0
4453,318.0,486.0
4454,320.0,488.0
4455,320.0,488.0
4456,322.0,490.0
4457,322.0,492.0
4458,324.0,494.0
4459,324.0,496.0
4460,326.0,496.0
4461,326.0,498.0
4462,328.0,500.0
4463,330.0,502.0
4464,330.0,504.0
4465,332.0,504.0
4466,332.0,506.0
4467,334.0,508.0
4468,336.0,510.0
4469,336.0,512.0
4470,338.0,512.0
4471,338.0,514.0
4472,340.0,516.0
4473,340.0,518.0
4474,342.0,520.0
4475,344.0,520.0
4476,344.0,522.0
4477,346.0,524.0
4478,346.0,526.0
4479,348.0,528.0
4480,348.0,528.0
4481,350.0,530.0
4482,350.0,532.0
4483,352.0,532.0
4484,352.0,534.0
4485,354.0,536.0
4486,354.0,536.0
4487,356.0,538.0
4488,356.0,540.0
4489,358.0,540.0
4490,358.0,542.0
4491,358.0,542.0
4492,358.0,544.0
4493,360.0,544.0
4494,360.0,546.0
4495,362.0,546.0
4496,362.0,548.0
4497,362.0,548.0
4498,362.0,548.0
4499,364.0,548.0
4500,364.0,550.0
4501,364.0,550.0
4502,364.0,552.0
4503,364.0,552.0
4504,366.0,552.0
4505,366.0,552.0
4506,366.0,552.0
4507,366.0,552.0
4508,366.0,552.0
4509,366.0,554.0
4510,366.0,552.0
4511,366.0,552.0
4512,366.0,552.0
4513,366.0,552.0
4514,366.0,552.0
4515,366.0,552.0
4516,366.0,552.0
4517,364.0,552.0
4518,364.0,552.0
4519,364.0,550.0
4520,364.0,550.0
4521,362.0,550.0
4522,362.0,550.0
4523,362.0,548.0
4524,362.0,548.0
4525,360.0,546.0
4526,360.0,546.0
4527,360.0,544.0
4528,358.0,544.0
4529,358.0,544.0
4530,358.0,542.0
4531,356.0,540.0
4532,356.0,540.0
4533,356.0,538.0
4534,354.0,538.0
4535,354.0,536.0
4536,352.0,534.0
4537,352.0,534.0
4538,350.0,532.0
4539,350.0,530.0
4540,348.0,530.0
4541,346.0,528.0
4542,346.0,526.0
4543,346.0,524.0
4544,344.0,524.0
4545,342.0,522.0
4546,342.0,520.0
4547,340.0,518.0
4548,340.0,518.0
4549,338.0,516.0
4550,338.0,514.0
4551,336.0,512.0
4552,334.0,510.0
4553,334.0,508.0
4555,332.0,506.0
4556,330.0,504.0
4557,328.0,502.0
4558,328.0,500.0
4559,326.0,500.0
4560,326.0,498.0
4561,324.0,496.0
4562,324.0,494.0
4563,322.0,492.0
4564,320.0,492.0
4565,320.0,490.0
4566,318.0,488.0
4567,318.0,486.0
4568,316.0,486.0
4569,316.0,484.0
4570,314.0,482.0
4571,314.0,482.0
4572,312.0,480.0
4573,312.0,478.0
4574,310.0,478.0
4575,310.0,476.0
4576,310.0,474.0
4577,308.0,474.0
4578,308.0,472.0
4579,308.0,472.0
4580,306.0,472.0
4581,306.0,470.0
4582,306.0,468.0
4583,304.0,468.0
4584,304.0,468.0
4585,304.0,466.0
4586,304.0,466.0
4587,302.0,466.0
4588,302.0,464.0
4589,302.0,464.0
4590,302.0,464.0
4591,302.0,464.0
4592,302.0,462.0
4593,302.0,462.0
4594,302.0,462.0
4595,300.0,462.0
4596,300.0,462.0
4597,300.0,462.0
4598,300.0,462.0
4599,300.0,462.0
4600,300.0,462.0
4601,300.0,462.0
4602,302.0,462.0
4603,302.0,462.0
4604,302.0,464.0
4605,302.0,464.0
4606,302.0,464.0
4607,302.0,464.0
4608,302.0,466.0
4609,304.0,466.0
4610,304.0,466.0
4611,304.0,468.0
4612,306.0,468.0
4613,306.0,470.0
4614,308.0,470.0
4615,308.0,470.0
4616,308.0,472.0
4617,308.0,474.0
4618,310.0,474.0
4619,310.0,476.0
4620,312.0,476.0
4621,312.0,478.0
4622,312.0,480.0
4623,314.0,480.0
4624,316.0,482.0
4625,316.0,484.0
4626,316.0,484.0
4627,318.0,486.0
4628,320.0,488.0
4629,320.0,488.0
4630,322.0,490.0
4631,322.0,492.0
4632,324.0,494.0
4633,324.0,496.0
4634,326.0,496.0
4635,326.0,498.0
4636,328.0,500.0
4637,330.0,502.0
4638,330.0,504.0
4639,332.0,504.0
4640,332.0,506.0
4641,334.0,508.0
4642,336.0,510.0
4643,336.0,512.0
4644,338.0,512.0
4645,338.0,514.0
4646,340.0,516.0
4647,340.0,518.0
4648,342.0,520.0
4649,344.0,520.0
4650,344.0,522.0
4651,346.0,524.0
4652,346.0,526.0
4653,348.0,526.0
4654,348.0,528.0
4655,350.0,530.0
4656,350.0,532.0
4657,352.0,532.0
4658,352.0,534.0
4659,354.0,536.0
4660,354.0,536.0
4661,354.0,538.0
4662,356.0,538.0
4663,356.0,540.0
4664,358.0,542.0
4665,358.0,542.0
4666,358.0,544.0
4667,360.0,544.0
4668,360.0,546.0
4669,362.0,546.0
4670,362.0,546.0
4671,362.0,548.0
4672,362.0,548.0
4673,362.0,550.0
4674,364.0,550.0
4675,364.0,550.0
4676,364.0,550.0
4677,364.0,552.0
4678,364.0,552.0
4679,366.0,552.0
4680,366.0,552.0
4681,366.0,552.0
4682,366.0,552.0
4683,366.0,552.0
4684,366.0,552.0
4685,366.0,552.0
4686,366.0,552.0
4687,366.0,552.0
4688,366.0,552.0
4689,364.0,552.0
4690,364.0,552.0
4691,364.0,552.0
4692,364.0,552.0
4693,364.0,550.0
4694,364.0,550.0
4695,362.0,550.0
4696,362.0,550.0
4697,362.0,548.0
4698,362.0,548.0
4699,360.0,546.0
4700,360.0,546.0
4701,360.0,544.0
4702,358.0,544.0
4703,358.0,542.0
4704,356.0,542.0
4705,356.0,540.0
4706,356.0,540.0
4707,354.0,538.0
4708,354.0,538.0
4709,352.0,536.0
4710,352.0,534.0
4711,350.0,534.0
4712,350.0,532.0
4713,348.0,530.0
4714,348.0,528.0
4715,348.0,528.0
4716,346.0,526.0
4717,344.0,524.0
4718,344.0,524.0
4719,342.0,522.0
4720,342.0,520.0
4721,340.0,518.0
4722,340.0,516.0
4723,338.0,516.0
4724,336.0,514.0
4725,336.0,512.0
4726,334.0,510.0
4727,334.0,508.0
4728,332.0,508.0
4729,332.0,506.0
4730,330.0,504.0
4731,328.0,502.0
4732,328.0,500.0
4733,326.0,500.0
4734,326.0,496.0
4735,324.0,496.0
4736,324.0,494.0
4737,322.0,492.0
4738,322.0,490.0
4739,320.0,490.0
4740,318.0,488.0
4741,318.0,486.0
4742,316.0,486.0
4743,316.0,484.0
4744,314.0,482.0
4745,314.0,482.0
4746,312.0,480.0
4747,312.0,478.0
4748,312.0,478.0
4749,310.0,476.0
4750,310.0,474.0
4751,308.0,474.0
4752,308.0,474.0
4753,308.0,472.0
4754,306.0,472.0
4755,306.0,470.0
4756,304.0,470.0
4757,304.0,468.0
4758,304.0,468.0
4759,304.0,466.0
4760,302.0,466.0
4761,302.0,466.0
4762,302.0,466.0
4763,302.0,464.0
4764,302.0,464.0
4765,302.0,464.0
4766,302.0,464.0
4767,302.0,464.0
4768,302.0,464.0
4769,300.0,462.0
4770,300.0,462.0
4771,300.0,462.0
4772,300.0,462.0
4773,300.0,462.0
4774,300.0,462.0
4775,302.0,464.0
4776,302.0,464.0
4777,302.0,464.0
4778,302.0,464.0
4779,302.0,464.0
4780,302.0,464.0
4781,302.0,466.0
4782,304.0,466.0
4783,304.0,466.0
4784,304.0,468.0
4785,304.0,468.0
4786,306.0,468.0
4787,306.0,470.0
4788,308.0,470.0
4789,308.0,472.0
4790,308.0,474.0
4791,308.0,474.0
4792,310.0,474.0
4793,310.0,476.0
4794,312.0,478.0
4795,312.0,478.0
4796,314.0,480.0
4797,314.0,480.0
4798,316.0,482.0
4799,316.0,484.0
4800,318.0,484.0
4801,318.0,486.0
4802,318.0,488.0
4803,320.0,490.0
4804,322.0,490.0
4805,322.0,492.0
4806,324.0,494.0
4807,324.0,496.0
4808,326.0,496.0
4809,326.0,498.0
4810,328.0,500.0
4811,330.0,502.0
4812,330.0,504.0
4813,332.0,504.0
4814,332.0,506.0
4815,334.0,508.0
4816,336.0,510.0
4817,336.0,512.0
4818,338.0,514.0
4819,338.0,514.0
4820,340.0,516.0
4821,340.0,518.0
4822,342.0,520.0
4823,344.0,520.0
4824,344.0,522.0
4825,346.0,524.0
4826,346.0,526.0
4827,348.0,526.0
4828,348.0,528.0
4829,350.0,530.0
4830,350.0,532.0
4831,352.0,532.0
4832,352.0,534.0
4833,354.0,536.0
4834,354.0,536.0
4835,356.0,538.0
4836,356.0,540.0
4837,356.0,540.0
4838,358.0,542.0
4839,358.0,542.0
4840,358.0,544.0
4841,360.0,544.0
4842,360.0,546.0
4843,360.0,546.0
4844,362.0,546.0
4845,362.0,548.0
4846,362.0,548.0
4847,362.0,550.0
4848,364.0,550.0
4849,364.0,550.0
4850,364.0,552.0
4851,364.0,552.0
4852,364.0,552.0
4853,364.0,552.0
4854,364.0,552.0
4855,366.0,552.0
4856,366.0,552.0
4857,366.0,552.0
4858,366.0,552.0
4859,366.0,552.0
4860,366.0,552.0
4861,366.0,552.0
4862,366.0,552.0
4863,364.0,552.0
4864,364.0,552.0
4865,364.0,552.0
4866,364.0,550.0
4867,364.0,550.0
4868,364.0,550.0
4869,362.0,550.0
4870,362.0,548.0
4871,362.0,548.0
4872,360.0,548.0
4873,360.0,546.0
4874,360.0,546.0
4875,360.0,544.0
4876,358.0,544.0
4877,358.0,542.0
4878,356.0,542.0
4879,356.0,540.0
4880,356.0,540.0
4881,354.0,538.0
4882,354.0,536.0
4883,352.0,536.0
4884,352.0,534.0
4885,350.0,534.0
4886,350.0,532.0
4887,350.0,530.0
4888,348.0,528.0
4889,346.0,528.0
4890,346.0,526.0
4891,344.0,524.0
4892,344.0,522.0
4893,342.0,522.0
4894,342.0,520.0
4895,340.0,518.0
4896,340.0,516.0
4897,338.0,516.0
4898,336.0,514.0
4899,336.0,512.0
4900,334.0,510.0
4901,334.0,508.0
4902,332.0,506.0
4903,330.0,506.0
4904,330.0,504.0
4905,328.0,502.0
4906,328.0,500.0
4907,326.0,498.0
4908,324.0,498.0
4909,324.0,496.0
4910,322.0,494.0
4911,322.0,492.0
4912,320.0,492.0
4913,320.0,490.0
4914,318.0,488.0
4915,318.0,486.0
4916,316.0,486.0
4917,316.0,484.0
4918,314.0,482.0
4919,314.0,482.0
4920,314.0,480.0
4921,312.0,478.0
4922,312.0,478.0
4923,310.0,476.0
4924,310.0,474.0
4925,308.0,474.0
4926,308.0,472.0
4927,308.0,472.0
4928,306.0,470.0
4929,306.0,470.0
4930,306.0,468.0
4931,304.0,468.0
4932,304.0,466.0
4933,304.0,466.0
4934,304.0,466.0
4935,302.0,466.0
4936,302.0,464.0
4937,302.0,464.0
4938,302.0,464.0
4939,302.0,462.0
4940,302.0,462.0
4941,302.0,462.0
4942,302.0,462.0
4943,302.0,462.0
4944,302.0,462.0
4945,302.0,462.0
4946,302.0,462.0
4947,302.0,462.0
4948,302.0,462.0
4949,302.0,462.0
4950,302.0,464.0
4951,302.0,464.0
4952,302.0,464.0
4953,302.0,464.0
4954,302.0,464.0
4955,302.0,466.0
4956,304.0,466.0
4957,304.0,466.0
4958,304.0,468.0
4959,306.0,468.0
4960,306.0,468.0
4961,306.0,470.0
4962,308.0,470.0
4963,308.0,472.0
4964,308.0,472.0
4965,310.0,474.0
4966,310.0,474.0
4967,310.0,476.0
4968,312.0,476.0
4969,312.0,478.0
4970,314.0,480.0
4971,314.0,480.0
4972,316.0,482.0
4973,316.0,484.0
4974,318.0,484.0
4975,318.0,486.0
4976,320.0,488.0
4977,320.0,488.0
4978,322.0,490.0
4979,322.0,492.0
4980,324.0,494.0
4981,324.0,496.0
4982,326.0,496.0
4983,328.0,498.0
4984,328.0,500.0
4985,330.0,502.0
4986,332.0,504.0
4987,332.0,504.0
4988,332.0,506.0
4989,334.0,508.0
4990,336.0,510.0
4991,336.0,512.0
4992,338.0,512.0
4993,338.0,514.0
4994,340.0,516.0
4995,340.0,518.0
4996,342.0,520.0
4997,342.0,522.0
4998,344.0,522.0
4999,346.0,524.0
5000,346.0,526.0
5001,348.0,526.0
5002,348.0,528.0
5003,350.0,530.0
5004,350.0,532.0
5005,352.0,532.0
5006,352.0,534.0
5007,354.0,536.0
5008,354.0,536.0
5009,354.0,538.0
5010,356.0,538.0
5011,356.0,540.0
5012,358.0,540.0
5013,358.0,542.0
5014,358.0,544.0
5015,360.0,544.0
5016,360.0,546.0
5017,360.0,546.0
5018,362.0,546.0
5019,362.0,548.0
5020,362.0,548.0
5021,364.0,548.0
5022,364.0,550.0
5023,364.0,550.0
5024,364.0,550.0
5025,364.0,550.0
5026,364.0,552.0
5027,364.0,552.0
5028,364.0,552.0
5029,366.0,552.0
5030,366.0,552.0
5031,366.0,552.0
5032,366.0,552.0
5033,366.0,552.0
5034,366.0,552.0
5035,366.0,552.0
5036,364.0,552.0
5037,364.0,552.0
5038,364.0,552.0
5039,364.0,552.0
5040,364.0,550.0
5041,364.0,550.0
5042,362.0,550.0
5043,362.0,550.0
5044,362.0,548.0
5045,362.0,548.0
5046,362.0,546.0
5047,360.0,546.0
5048,360.0,546.0
5049,360.0,544.0
5050,358.0,544.0
5051,358.0,542.0
5052,356.0,542.0
5053,356.0,540.0
5054,356.0,540.0
5055,354.0,538.0
5056,354.0,536.0
5057,352.0,536.0
5058,352.0,534.0
5059,350.0,534.0
5060,350.0,532.0
5061,348.0,530.0
5062,348.0,528.0
5063,346.0,528.0
5064,346.0,526.0
5065,344.0,524.0
5066,344.0,522.0
5067,342.0,522.0
5068,342.0,520.0
5069,340.0,518.0
5070,340.0,516.0
5071,338.0,514.0
5072,336.0,514.0
5073,336.0,512.0
5074,334.0,510.0
5075,334.0,508.0
5076,332.0,506.0
5077,330.0,506.0
5078,330.0,504.0
5079,328.0,502.0
5080,328.0,500.0
5081,326.0,498.0
5082,324.0,498.0
5083,324.0,496.0
5084,322.0,494.0
5085,322.0,492.0
5086,320.0,492.0
5087,320.0,490.0
5088,318.0,488.0
5089,318.0,486.0
5090,316.0,486.0
5091,316.0,484.0
5092,314.0,482.0
5093,314.0,482.0
5094,312.0,480.0
5095,312.0,478.0
5096,310.0,478.0
5097,310.0,476.0
5098,310.0,476.0
5099,310.0,474.0
5100,308.0,472.0
5101,308.0,472.0
5102,306.0,472.0
5103,306.0,470.0
5104,306.0,468.0
5105,306.0,468.0
5106,304.0,468.0
5107,304.0,466.0
5108,304.0,466.0
5109,302.0,466.0
5110,302.0,466.0
5111,302.0,464.0
5112,302.0,464.0
5113,302.0,464.0
5114,302.0,464.0
5115,302.0,464.0
5116,302.0,462.0
5117,302.0,462.0
5118,302.0,462.0
5119,302.0,462.0
5120,302.0,462.0
5121,302.0,462.0
5122,302.0,462.0
5123,302.0,464.0
5124,302.0,464.0
5125,302.0,464.0
5126,302.0,464.0
5127,304.0,464.0
5128,302.0,466.0
5129,302.0,466.0
5130,304.0,466.0
5131,304.0,468.0
5132,304.0,468.0
5133,306.0,468.0
5134,306.0,470.0
5135,306.0,470.0
5136,308.0,472.0
5137,308.0,472.0
5138,310.0,472.0
5139,310.0,474.0
5140,310.0,474.0
5141,312.0,476.0
5142,312.0,476.0
5143,314.0,478.0
5144,314.0,480.0
5145,316.0,482.0
5146,316.0,482.0
5147,316.0,484.0
5148,318.0,486.0
5149,318.0,486.0
5150,320.0,488.0
5151,320.0,490.0
5152,322.0,490.0
5153,324.0,492.0
5154,324.0,494.0
5155,324.0,496.0
5156,326.0,498.0
5157,326.0,498.0
5158,328.0,500.0
5159,330.0,502.0
5160,330.0,504.0
5161,332.0,506.0
5162,334.0,506.0
5163,334.0,508.0
5164,336.0,510.0
5165,336.0,512.0
5166,338.0,514.0
5167,338.0,514.0
5168,340.0,516.0
5169,340.0,518.0
5170,342.0,520.0
5171,344.0,520.0
5172,344.0,522.0
5173,346.0,524.0
5174,346.0,526.0
5175,348.0,526.0
5176,348.0,528.0
5177,350.0,530.0
5178,350.0,532.0
5179,352.0,532.0
5180,352.0,534.0
5181,354.0,536.0
5182,354.0,536.0
5183,354.0,538.0
5184,356.0,540.0
5185,356.0,540.0
5186,358.0,542.0
5187,358.0,542.0
5188,358.0,544.0
5189,360.0,544.0
5190,360.0,546.0
5191,360.0,546.0
5192,362.0,546.0
5193,362.0,548.0
5194,362.0,548.0
5195,362.0,550.0
5196,362.0,550.0
5197,364.0,550.0
5198,364.0,550.0
5199,364.0,550.0
5200,364.0,552.0
5201,364.0,552.0
5202,364.0,552.0
5203,366.0,552.0
5204,366.0,552.0
5205,366.0,552.0
5206,366.0,552.0
5207,366.0,552.0
5208,364.0,552.0
5209,364.0,552.0
5210,364.0,552.0
5211,364.0,552.0
5212,364.0,552.0
5213,364.0,552.0
5214,364.0,550.0
5215,364.0,550.0
5216,362.0,550.0
5217,362.0,550.0
5218,362.0,548.0
5219,362.0,548.0
5220,360.0,548.0
5221,360.0,546.0
5222,360.0,546.0
5223,360.0,544.0
5224,358.0,544.0
5225,358.0,542.0
5226,356.0,542.0
5227,356.0,540.0
5228,356.0,538.0
5229,354.0,538.0
5230,354.0,536.0
5231,352.0,536.0
5232,352.0,534.0
5233,350.0,534.0
5234,350.0,532.0
5235,348.0,530.0
5236,348.0,528.0
5237,346.0,528.0
5238,346.0,526.0
5239,344.0,524.0
5240,344.0,522.0
5241,342.0,522.0
5242,340.0,520.0
5243,340.0,518.0
5244,338.0,516.0
5245,338.0,516.0
5246,336.0,514.0
5247,336.0,512.0
5248,334.0,510.0
5249,334.0,508.0
5250,332.0,506.0
5251,332.0,506.0
5252,330.0,504.0
5253,328.0,502.0
5254,328.0,500.0
5255,326.0,498.0
5256,324.0,498.0
5257,324.0,496.0
5258,322.0,494.0
5259,322.0,492.0
5260,320.0,492.0
5261,320.0,490.0
5262,318.0,488.0
5263,318.0,486.0
5264,316.0,486.0
5265,316.0,484.0
5266,314.0,482.0
5267,314.0,482.0
5268,312.0,480.0
5269,312.0,478.0
5270,312.0,478.0
5271,310.0,476.0
5272,310.0,476.0
5273,308.0,474.0
5274,308.0,472.0
5275,308.0,472.0
5276,308.0,472.0
5277,306.0,470.0
5278,306.0,468.0
5279,306.0,468.0
5280,304.0,468.0
5281,304.0,466.0
5282,304.0,466.0
5283,304.0,466.0
5284,302.0,466.0
5285,302.0,464.0
5286,302.0,464.0
5287,302.0,464.0
5288,302.0,464.0
5289,300.0,464.0
5290,300.0,464.0
5291,300.0,464.0
5292,302.0,462.0
5293,302.0,462.0
5294,302.0,462.0
5295,302.0,462.0
5296,300.0,464.0
5297,302.0,464.0
5298,302.0,464.0
5299,302.0,464.0
5300,302.0,464.0
5301,302.0,464.0
5302,304.0,466.0
5303,304.0,466.0
5304,304.0,466.0
5305,304.0,468.0
5306,304.0,468.0
5307,306.0,468.0
5308,306.0,470.0
5309,306.0,470.0
5310,308.0,472.0
5311,308.0,472.0
5312,308.0,474.0
5313,310.0,474.0
5314,310.0,476.0
5315,312.0,476.0
5316,312.0,478.0
5317,314.0,478.0
5318,314.0,480.0
5319,314.0,482.0
5320,316.0,482.0
5321,316.0,484.0
5322,318.0,486.0
5323,318.0,486.0
5324,320.0,488.0
5325,320.0,490.0
5326,322.0,490.0
5327,324.0,492.0
5328,324.0,494.0
5329,326.0,496.0
5330,326.0,498.0
5331,328.0,498.0
5332,328.0,500.0
5333,330.0,502.0
5334,330.0,504.0
5335,332.0,504.0
5336,332.0,506.0
5337,334.0,508.0
5338,336.0,510.0
5339,336.0,512.0
5340,338.0,512.0
5342,340.0,516.0
5343,340.0,518.0
5344,342.0,520.0
5345,344.0,520.0
5346,344.0,522.0
5347,346.0,524.0
5348,346.0,526.0
5349,348.0,526.0
5350,348.0,528.0
5351,350.0,530.0
5352,350.0,532.0
5353,352.0,532.0
5354,352.0,534.0
5355,354.0,534.0
5356,354.0,536.0
5357,354.0,538.0
5358,356.0,538.0
5359,356.0,540.0
5360,358.0,540.0
5361,358.0,542.0
5362,358.0,542.0
5363,360.0,544.0
5364,360.0,544.0
5365,360.0,546.0
5366,362.0,546.0
5367,362.0,548.0
5368,362.0,548.0
5369,364.0,548.0
5370,364.0,548.0
5371,364.0,550.0
5372,364.0,550.0
5373,364.0,550.0
5374,364.0,550.0
5375,364.0,552.0
5376,364.0,552.0
5377,364.0,552.0
5378,364.0,552.0
5379,364.0,552.0
5380,364.0,552.0
5381,364.0,552.0
5382,364.0,552.0
5383,364.0,552.0
5384,364.0,552.0
5385,364.0,552.0
5386,364.0,550.0
5387,364.0,550.0
5388,364.0,550.0
5389,362.0,550.0
5390,362.0,550.0
5391,362.0,548.0
5392,362.0,548.0
5393,360.0,548.0
5394,360.0,546.0
5395,360.0,546.0
5396,360.0,544.0
5397,358.0,544.0
5398,358.0,544.0
5399,358.0,542.0
5400,356.0,542.0
5401,356.0,540.0
5402,354.0,538.0
5403,354.0,538.0
5404,354.0,536.0
5405,352.0,536.0
5406,352.0,534.0
5407,350.0,532.0
5408,350.0,530.0
5409,348.0,530.0
5410,348.0,528.0
5411,346.0,528.0
5412,346.0,526.0
5413,344.0,524.0
5414,344.0,522.0
5415,342.0,520.0
5416,342.0,520.0
5417,340.0,518.0
5418,340.0,516.0
5419,338.0,514.0
5420,336.0,514.0
5421,336.0,512.0
5422,334.0,510.0
5423,334.0,508.0
5424,332.0,506.0
5427,328.0,502.0
5428,328.0,500.0
5429,326.0,498.0
5430,326.0,496.0
5431,324.0,496.0
5432,322.0,494.0
5433,322.0,492.0
5434,320.0,492.0
5435,320.0,490.0
5436,318.0,488.0
5437,318.0,486.0
5438,316.0,486.0
5439,316.0,484.0
5440,314.0,482.0
5441,314.0,482.0
5442,312.0,480.0
5443,312.0,478.0
5444,312.0,478.0
5445,310.0,476.0
5446,310.0,476.0
5447,308.0,474.0
5448,308.0,474.0
5449,308.0,472.0
5450,306.0,472.0
5451,306.0,470.0
5452,306.0,470.0
5453,304.0,468.0
5454,304.0,468.0
5455,304.0,468.0
5456,304.0,466.0
5457,302.0,466.0
5458,302.0,466.0
5459,302.0,466.0
5460,302.0,464.0
5461,302.0,464.0
5462,302.0,464.0
5463,302.0,464.0
5464,302.0,464.0
5465,300.0,464.0
5466,302.0,462.0
5467,300.0,464.0
5468,300.0,464.0
5469,300.0,464.0
5470,302.0,464.0
5471,302.0,464.0
5472,302.0,464.0
5473,302.0,464.0
5474,302.0,464.0
5475,302.0,464.0
5476,304.0,466.0
5477,304.0,466.0
5478,304.0,466.0
5479,304.0,468.0
5480,304.0,468.0
5481,306.0,468.0
5482,306.0,470.0
5483,308.0,470.0
5484,308.0,472.0
5485,308.0,472.0
5486,308.0,474.0
5487,310.0,474.0
5488,310.0,476.0
5489,312.0,476.0
5490,312.0,478.0
5491,312.0,478.0
5492,314.0,480.0
5493,314.0,482.0
5494,316.0,482.0
5495,316.0,484.0
5496,318.0,486.0
5497,318.0,486.0
5498,320.0,488.0
5499,320.0,490.0
5500,322.0,492.0
5501,324.0,492.0
5502,324.0,494.0
5503,324.0,496.0
5504,326.0,498.0
5505,328.0,498.0
5506,328.0,500.0
5507,330.0,502.0
5508,330.0,504.0
5509,332.0,506.0
5510,334.0,506.0
5511,334.0,508.0
5512,336.0,510.0
5513,336.0,512.0
5514,338.0,514.0
5515,340.0,514.0
5516,340.0,516.0
5517,342.0,518.0
5518,342.0,520.0
5519,344.0,520.0
5520,344.0,522.0
5521,346.0,524.0
5522,346.0,526.0
5523,348.0,526.0
5524,348.0,528.0
5525,350.0,530.0
5526,350.0,532.0
5527,352.0,532.0
5528,352.0,534.0
5529,354.0,534.0
5530,354.0,536.0
5531,354.0,538.0
5532,356.0,538.0
5533,356.0,540.0
5534,358.0,540.0
5535,358.0,542.0
5536,358.0,544.0
5537,360.0,544.0
5538,360.0,544.0
5539,360.0,546.0
5540,362.0,546.0
5541,362.0,548.0
5542,362.0,548.0
5543,362.0,548.0
5544,362.0,550.0
5545,364.0,550.0
5546,364.0,550.0
5547,364.0,550.0
5548,364.0,552.0
5549,364.0,552.0
5550,364.0,552.0
5551,364.0,552.0
5552,364.0,552.0
5553,364.0,552.0
5554,364.0,552.0
5555,364.0,552.0
5556,364.0,552.0
5557,364.0,552.0
5558,364.0,552.0
5559,364.0,552.0
5560,364.0,552.0
5561,364.0,550.0
5562,364.0,550.0
5563,362.0,550.0
5564,362.0,550.0
5565,362.0,548.0
5566,362.0,548.0
5567,362.0,548.0
5568,360.0,546.0
5569,360.0,546.0
5570,360.0,544.0
5571,358.0,544.0
5572,358.0,542.0
5573,358.0,542.0
5574,356.0,542.0
5575,356.0,540.0
5576,354.0,538.0
5577,354.0,538.0
5578,354.0,536.0
5579,352.0,536.0
5580,352.0,534.0
5581,350.0,532.0
5582,350.0,530.0
5583,348.0,530.0
5584,348.0,528.0
5585,346.0,526.0
5586,346.0,526.0
5587,344.0,524.0
5588,344.0,522.0
5589,342.0,522.0
5590,342.0,520.0
5591,340.0,518.0
5592,338.0,516.0
5593,338.0,514.0
5594,336.0,514.0
5595,336.0,512.0
5596,334.0,510.0
5597,334.0,508.0
5598,332.0,506.0
5599,330.0,504.0
5600,330.0,504.0
5601,328.0,502.0
5602,326.0,500.0
5603,326.0,498.0
5604,326.0,498.0
5605,324.0,496.0
5606,322.0,494.0
5607,322.0,492.0
5608,322.0,492.0
5609,320.0,490.0
5610,318.0,488.0
5611,318.0,486.0
5612,316.0,486.0
5613,316.0,484.0
5614,314.0,482.0
5615,314.0,482.0
5616,312.0,480.0
5617,312.0,478.0
5618,312.0,478.0
5619,310.0,476.0
5620,308.0,476.0
5621,310.0,474.0
5622,308.0,474.0
5623,308.0,472.0
5624,308.0,472.0
5625,306.0,470.0
5626,306.0,470.0
5627,306.0,468.0
5628,304.0,468.0
5629,304.0,468.0
5630,304.0,466.0
5631,304.0,466.0
5632,302.0,466.0
5633,302.0,466.0
5634,302.0,464.0
5635,302.0,464.0
5636,302.0,464.0
5637,302.0,464.0
5638,302.0,464.0
5639,302.0,464.0
5640,302.0,464.0
5641,302.0,464.0
5642,302.0,464.0
5643,302.0,464.0
5644,302.0,464.0
5645,302.0,464.0
5646,302.0,464.0
5647,302.0,464.0
5648,302.0,464.0
5649,302.0,466.0
5650,302.0,466.0
5651,304.0,466.0
5652,304.0,466.0
5653,304.0,468.0
5654,304.0,468.0
5655,306.0,470.0
5656,306.0,470.0
5657,306.0,470.0
5658,308.0,472.0
5659,308.0,472.0
5660,308.0,474.0
5661,310.0,474.0
5662,310.0,476.0
5663,312.0,476.0
5664,312.0,478.0
5665,314.0,480.0
5666,314.0,480.0
5667,314.0,482.0
5668,316.0,482.0
5669,316.0,484.0
5670,318.0,486.0
5671,318.0,486.0
5672,320.0,488.0
5673,320.0,490.0
5674,322.0,492.0
5675,324.0,492.0
5676,324.0,494.0
5677,326.0,496.0
5678,326.0,498.0
5679,328.0,498.0
5680,328.0,500.0
5681,330.0,502.0
